"ID","adj.P.Val","P.Value","t","B","logFC","GB_ACC","SPOT_ID","Gene.Symbol","Gene.Title"
"212809_at",0.0695512847218704,0.000217673069198545,4.17823150717601,0.601749553691937,0.669576407650071,"AA152202","","NFATC2IP","nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2 interacting protein"
"222753_s_at",0.0695512847218704,0.000215617006778902,4.18159835619403,0.590160641585512,1.08785128323411,"AL136660","","SPCS3","signal peptidase complex subunit 3 homolog (S. cerevisiae)"
"208853_s_at",0.070880354569471,0.000225572596160731,4.16558032949076,0.576397359385461,0.936975408560994,"L18887","","CANX","calnexin"
"208965_s_at",0.071598473971194,0.000233096083527618,4.153929915922,0.550213469052789,1.20681751939296,"BG256677","","IFI16","interferon, gamma-inducible protein 16"
"205368_at",0.0694957017678881,0.000175943177476428,-4.25361096167325,0.545039539160149,-1.51209060612693,"NM_014690","","FAM131B","family with sequence similarity 131, member B"
"227134_at",0.0714457354963345,0.000230841732814644,-4.15738162162326,0.535783965267082,-0.800568564475491,"AI341537","","SYTL1","synaptotagmin-like 1"
"225834_at",0.0722237660735854,0.000237773715468594,4.14687129870335,0.535646701732146,1.31692227909007,"AL135396","","FAM72A /// FAM72B /// FAM72C /// FAM72D","family with sequence similarity 72, member A /// family with sequence similarity 72, member B /// family with sequence similarity 72, member C /// family with sequence similarity 72, member D"
"216941_s_at",0.0727460410979016,0.00024120162412423,4.14178463228715,0.530184058738368,0.951073182365993,"AK026521","","TAF1B","TATA box binding protein (TBP)-associated factor, RNA polymerase I, B, 63kDa"
"232757_at",0.0695512847218704,0.000213836135866538,-4.18454018402039,0.514857963895625,-1.44464336331044,"AV705679","","",""
"217236_x_at",0.0727460410979016,0.000243484691740576,4.13843604560848,0.508357695727286,1.55292279802148,"S74639","","IGH /// IGHA1 /// IGHA2 /// IGHD /// IGHG1 /// IGHG3 /// IGHG4 /// IGHM /// IGHV4-31","immunoglobulin heavy locus /// immunoglobulin heavy constant alpha 1 /// immunoglobulin heavy constant alpha 2 (A2m marker) /// immunoglobulin heavy constant delta /// immunoglobulin heavy constant gamma 1 (G1m marker) /// immunoglobulin heavy constant gamma 3 (G3m marker) /// immunoglobulin heavy constant gamma 4 (G4m marker) /// immunoglobulin heavy constant mu /// immunoglobulin heavy variable 4-31"
"220898_at",0.0694957017678881,0.000193117509117289,-4.22065585374983,0.504955524245227,-1.31133303651708,"NM_024972","","",""
"1565579_at",0.0727566434716532,0.000247445451782458,-4.13269928612273,0.50237305273553,-0.993368370953908,"BC009749","","",""
"208454_s_at",0.0727566434716532,0.000248978444647108,-4.13050307937468,0.50197783456299,-0.720672580630963,"NM_016134","","CPQ","carboxypeptidase Q"
"206366_x_at",0.0727566434716532,0.00024977469875318,-4.12936757963859,0.480949969515965,-1.54714039410666,"U23772","","XCL1","chemokine (C motif) ligand 1"
"216828_at",0.0695512847218704,0.000197452043248894,-4.21279473470945,0.476952544278924,-1.3947158862716,"AL441988","","LOC100505874 /// MLLT10P1","uncharacterized LOC100505874 /// myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 10 pseudogene 1"
"200900_s_at",0.0727566434716532,0.000257910647861232,4.11796485708681,0.455399861091899,0.940071046010097,"AI583537","","M6PR","mannose-6-phosphate receptor (cation dependent)"
"235773_at",0.0727566434716532,0.000263567889579074,-4.11024242788332,0.451621931433372,-0.730270868924248,"AW029293","","ZIK1","zinc finger protein interacting with K protein 1"
"235561_at",0.0727566434716532,0.000260878370636879,-4.11389325416441,0.445027778362694,-0.923302396546525,"T16544","","TXNL1","thioredoxin-like 1"
"238376_at",0.0727566434716532,0.000267105330895869,-4.10549590268037,0.441848862799324,-0.951470781669294,"AI436581","","LOC100505564","uncharacterized LOC100505564"
"200967_at",0.0727460410979016,0.000242978871817791,4.13917526642032,0.439819401272931,0.779662167537616,"NM_000942","","PPIB","peptidylprolyl isomerase B (cyclophilin B)"
"225072_at",0.0727566434716532,0.000265463966896708,-4.1076905560304,0.439464346829632,-1.0995630150373,"AI521452","","ZCCHC3","zinc finger, CCHC domain containing 3"
"212810_s_at",0.0727566434716532,0.000261596502511207,4.11291483910526,0.435540023019963,1.09235994521821,"W72527","","SLC1A4","solute carrier family 1 (glutamate/neutral amino acid transporter), member 4"
"203045_at",0.0727566434716532,0.000260209496192458,-4.11480694014107,0.428737627214401,-1.41944437303314,"NM_004148","","NINJ1","ninjurin 1"
"205801_s_at",0.0728014224655683,0.000274323707172393,4.09599880907607,0.408564742599037,1.11064809269742,"NM_015376","","RASGRP3","RAS guanyl releasing protein 3 (calcium and DAG-regulated)"
"224733_at",0.0727566434716532,0.000267489704211949,-4.10498387381558,0.407453784774768,-0.618104626701051,"AL574900","","CMTM3","CKLF-like MARVEL transmembrane domain containing 3"
"1555792_a_at",0.0714457354963345,0.000231292092964814,-4.15668942128664,0.403436242631532,-1.39829932714567,"BC033499","","CCDC116","coiled-coil domain containing 116"
"226449_at",0.0727566434716532,0.000268803694216259,-4.10323892846252,0.391421794797704,-0.616433953284186,"AI392933","","CEP120","centrosomal protein 120kDa"
"230743_at",0.0695512847218704,0.000218981360525467,-4.17610538968373,0.390219612153833,-1.13962855380549,"AI743312","","HOXB-AS3","HOXB cluster antisense RNA 3"
"203276_at",0.0728014224655683,0.000278216181233882,4.09097884904804,0.388123324319836,1.07287662214305,"NM_005573","","LMNB1","lamin B1"
"202968_s_at",0.0728014224655683,0.000275203505794651,-4.09485808281296,0.385155208394813,-0.715304773910173,"Y09216","","DYRK2","dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 2"
"234764_x_at",0.0728014224655683,0.000280123486560929,4.08854418445129,0.372619868365263,2.43990979355141,"U96394","","CKAP2 /// DKFZp667J0810 /// IGLC1 /// IGLJ2 /// IGLJ2 /// IGLJ3 /// IGLJ3 /// IGLJ3 /// IGLV1-36 /// IGLV1-36 /// IGLV1-44 /// IGLV1-50 /// IGLV1-50 /// IGLV@","cytoskeleton associated protein 2 /// Homo sapiens cDNA FLJ43597 fis, clone SMINT2015787, moderately similar to Immunoglobulin lambda light chain. /// immunoglobulin lambda constant 1 (Mcg marker) ///  /// immunoglobulin lambda joining 2 /// immunoglobulin lambda joining 3 /// immunoglobulin lambda joining 3 ///  /// immunoglobulin lambda variable 1-36 ///  /// immunoglobulin lambda variable 1-44 /// immunoglobulin lambda variable 1-50 (non-functional) ///  /// immunoglobulin lambda variable cluster"
"213450_s_at",0.0727566434716532,0.00026757786598294,-4.10486653416564,0.371910333684783,-1.73387364048787,"AI659611","","ICOSLG","inducible T-cell co-stimulator ligand"
"221710_x_at",0.0728014224655683,0.000289621950314266,-4.07665663283869,0.371360009781279,-0.739860647053324,"BC006241","","EVA1B","eva-1 homolog B (C. elegans)"
"52940_at",0.0728014224655683,0.000277743665095041,-4.09158454465693,0.366702786372531,-0.644683482840628,"AA085764","","SIGIRR","single immunoglobulin and toll-interleukin 1 receptor (TIR) domain"
"202188_at",0.0728014224655683,0.00028237825237595,4.0856868834715,0.364520511060833,0.632502738012349,"NM_014669","","NUP93","nucleoporin 93kDa"
"205061_s_at",0.0728014224655683,0.000289286385036923,4.07707004091384,0.352547931263114,0.966686454508939,"NM_005033","","EXOSC9","exosome component 9"
"221597_s_at",0.0728014224655683,0.000284778300171117,4.08266997004432,0.342155341648126,0.788764898775083,"BC003080","","TMEM208","transmembrane protein 208"
"239450_at",0.0728014224655683,0.000300120349322253,-4.06395467575758,0.341447339674105,-1.05779269233582,"AA846867","","NDUFV2-AS1","NDUFV2 antisense RNA 1"
"202069_s_at",0.0728014224655683,0.000291034564483302,4.07492146435176,0.339516544825136,1.10737464487585,"AI826060","","IDH3A","isocitrate dehydrogenase 3 (NAD+) alpha"
"204867_at",0.0728014224655683,0.000294286838964063,-4.07095777285937,0.339283858463594,-0.690750016773907,"NM_005258","","GCHFR","GTP cyclohydrolase I feedback regulator"
"238475_at",0.0728014224655683,0.000297150730662298,4.06750283742539,0.337150761020372,0.798338473870309,"BE326696","","ALG10 /// ALG10B","ALG10, alpha-1,2-glucosyltransferase /// ALG10B, alpha-1,2-glucosyltransferase"
"202848_s_at",0.0728014224655683,0.000291060533838373,-4.07488964259056,0.332788336448543,-0.5955434707757,"BG423052","","GRK6","G protein-coupled receptor kinase 6"
"212832_s_at",0.0728014224655683,0.00029202856092103,4.07370544529169,0.332723573458077,0.815909139258681,"AI143124","","CKAP5","cytoskeleton associated protein 5"
"202433_at",0.0728014224655683,0.000294479320495211,4.07072453578894,0.317228267507132,1.0184354973223,"NM_005827","","SLC35B1","solute carrier family 35, member B1"
"201263_at",0.0728014224655683,0.000294957114130105,4.07014622105355,0.316657615509259,0.895385736201536,"NM_003191","","TARS","threonyl-tRNA synthetase"
"1562731_s_at",0.073251860912792,0.000310549532490983,-4.05176080112889,0.305713491370548,-0.877608569850328,"BC041472","","MDS2","myelodysplastic syndrome 2 translocation associated"
"223991_s_at",0.0728014224655683,0.000303067004953348,4.0604678223704,0.303540297819066,0.831937906446336,"AF130059","","GALNT2","polypeptide N-acetylgalactosaminyltransferase 2"
"232554_at",0.073251860912792,0.000308326822374479,-4.05432558202559,0.303371965996059,-1.12001288742094,"W92263","","LRRC56","leucine rich repeat containing 56"
"217858_s_at",0.0728014224655683,0.000301276186533189,4.06258295873836,0.302520305446378,0.758309920047072,"NM_016607","","ARMCX3","armadillo repeat containing, X-linked 3"
"1565892_at",0.0727566434716532,0.000263728196358661,-4.11002597961872,0.300405187131776,-1.26768363943813,"AK095658","","",""
"217521_at",0.0733394332590495,0.000315222072535467,-4.0464273463394,0.294156035357193,-1.24105404383779,"N54942","","HAL","histidine ammonia-lyase"
"1562697_at",0.0728014224655683,0.000302780422583012,-4.06080547980064,0.29308404032711,-0.99135365344204,"BC041468","","LOC339988","uncharacterized LOC339988"
"200968_s_at",0.0728014224655683,0.000288484959206691,4.0780592841924,0.291693934715271,1.15424399446933,"NM_000942","","PPIB","peptidylprolyl isomerase B (cyclophilin B)"
"49111_at",0.073251860912792,0.00030888227968644,-4.05368294586669,0.28604237146034,-0.692064232482598,"N80935","","ARRB1","arrestin, beta 1"
"211936_at",0.0728014224655683,0.00030227807309913,4.06139811553286,0.2846934941961,1.23454727268078,"AF216292","","HSPA5","heat shock 70kDa protein 5 (glucose-regulated protein, 78kDa)"
"1566596_at",0.0695512847218704,0.000199122703051523,-4.20981007362437,0.277247730963764,-1.61771015548349,"AL831867","","",""
"227783_at",0.0735050673380888,0.000324000388266656,-4.03661368482277,0.268341732575252,-1.19406977952787,"AA573901","","CCDC57","coiled-coil domain containing 57"
"218193_s_at",0.073251860912792,0.000312166137954834,4.0499066840249,0.268307956457569,0.816134752604098,"NM_016072","","GOLT1B","golgi transport 1B"
"214555_at",0.0721813030455224,0.000236313731049813,-4.1490596805678,0.266210656631412,-1.621866266317,"NM_001053","","SSTR5","somatostatin receptor 5"
"207700_s_at",0.073251860912792,0.000311363013670192,4.05082662355126,0.26556888314324,1.44242086755751,"NM_006534","","NCOA3","nuclear receptor coactivator 3"
"201729_s_at",0.0735050673380888,0.000322820530775062,4.03791743060083,0.244561256071641,0.634075623927103,"NM_014680","","KIAA0100","KIAA0100"
"224839_s_at",0.0735320194170705,0.00033205528515894,4.02783539146228,0.241896352925276,0.845152811732095,"BG328998","","GPT2","glutamic pyruvate transaminase (alanine aminotransferase) 2"
"242738_s_at",0.0735320194170705,0.000337852944500037,-4.02164526596875,0.226058296280032,-0.818865340467815,"BG402859","","ZFHX3","zinc finger homeobox 3"
"243947_s_at",0.0735320194170705,0.000341490158128392,-4.01781474496455,0.225189411204274,-0.857788575299632,"AW300612","","",""
"1559067_a_at",0.0735320194170705,0.000328039101668281,-4.03218585522205,0.218514080314412,-0.885401243858343,"AI199398","","LOC158402 /// RP11-4O1.2","uncharacterized LOC158402 ///"
"201693_s_at",0.0735320194170705,0.000337429120324207,-4.02209424087156,0.216291923968829,-1.58173873715739,"AV733950","","EGR1","early growth response 1"
"1564630_at",0.0735050673380888,0.00032091934320468,-4.04002810674778,0.211069217028274,-1.07675763550719,"BC036851","","EDN1","endothelin 1"
"212836_at",0.0735320194170705,0.000342947690011029,4.0162909565688,0.206856315112734,0.911618500767081,"D26018","","POLD3","polymerase (DNA-directed), delta 3, accessory subunit"
"204148_s_at",0.0746912078466344,0.000349720150136962,-4.00929284964744,0.195000307160239,-1.29448106408774,"NM_012230","","POMZP3 /// ZP3","POM121 and ZP3 fusion /// zona pellucida glycoprotein 3 (sperm receptor)"
"224451_x_at",0.0735050673380888,0.000322718816466442,-4.03803004377233,0.192302062470539,-0.560264475026132,"BC006107","","ARHGAP9","Rho GTPase activating protein 9"
"226247_at",0.0735320194170705,0.000340045516779753,-4.01933135737566,0.187054002356843,-0.79415519588332,"AI346026","","PLEKHA1","pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 1"
"221331_x_at",0.0735320194170705,0.000342804681647591,4.01644018481431,0.185061280351597,1.87809590467671,"NM_005214","","CTLA4","cytotoxic T-lymphocyte-associated protein 4"
"218817_at",0.0735320194170705,0.000341884784073408,4.0174015520146,0.18495531694839,1.091065356575,"NM_021928","","SPCS3","signal peptidase complex subunit 3 homolog (S. cerevisiae)"
"225447_at",0.0747018859110657,0.000351673648319598,4.00729892341265,0.174495050836361,1.0685823531684,"AA613031","","GPD2","glycerol-3-phosphate dehydrogenase 2 (mitochondrial)"
"201389_at",0.0754293042558883,0.000357314856923184,-4.00160128435123,0.17370179676376,-0.808138759537878,"NM_002205","","ITGA5","integrin, alpha 5 (fibronectin receptor, alpha polypeptide)"
"221760_at",0.0735320194170705,0.000339082008100324,4.02034638055139,0.173205175807796,1.23179412116897,"BG287153","","MAN1A1","mannosidase, alpha, class 1A, member 1"
"238626_at",0.0714064718723114,0.000228552950665834,-4.1609201034113,0.166337479555547,-1.82688314902212,"BG478818","","ANKS6","ankyrin repeat and sterile alpha motif domain containing 6"
"1555889_a_at",0.0735320194170705,0.00033146751239539,-4.02846885501339,0.165609412630149,-0.728591141760425,"BQ876971","","CRTAP","cartilage associated protein"
"1558014_s_at",0.0695512847218704,0.000208017192283803,4.19432333130486,0.153305537239148,2.11677633455505,"BG261090","","FAR1","fatty acyl CoA reductase 1"
"1552633_at",0.0747018859110657,0.000352502726384179,-4.00645596456823,0.148545170758453,-0.923029048280625,"NM_033204","","ZNF101","zinc finger protein 101"
"244634_at",0.0727566434716532,0.000245263645185287,-4.13584815729831,0.144141455526581,-1.86680144256933,"AA007633","","",""
"208680_at",0.0735320194170705,0.000338830337218743,4.02061197260685,0.142913868408354,0.748015991529032,"L19184","","PRDX1","peroxiredoxin 1"
"215165_x_at",0.0758990777305976,0.000362316585051412,3.99662272719282,0.142688048831683,1.13380602545921,"AL080099","","UMPS","uridine monophosphate synthetase"
"207461_at",0.0727566434716532,0.000259427626330068,-4.11587790624692,0.13757038324207,-1.99079966085081,"NM_001272","","",""
"222916_s_at",0.0728014224655683,0.000299376311794895,4.06484042354142,0.117737622699056,1.48283535533865,"AF116718","","HDLBP","high density lipoprotein binding protein"
"203511_s_at",0.076986873535495,0.000374021853209785,3.98522984207162,0.107748094119803,0.817243845571408,"AF041432","","TRAPPC3","trafficking protein particle complex 3"
"201830_s_at",0.0782733999930198,0.000388294035321016,3.97180169677435,0.0994372992836192,1.54559272318917,"NM_005863","","NET1","neuroepithelial cell transforming 1"
